Ano,Região Geográfica,Unidade da Federação,Município,Total,Educacao Infantil,Ensino Fundamental,Ensino Médio,Educação Profissional,Educação de Jovens e Adultos (EJA),Federal,Estadual,Municipal,Privada,Urbana,Rural,Feminino,Masculino,Não Declarada,Branca,Preta,Parda,Amarela,Indígena,Até 3 anos,4 a 5 anos,6 a 10 anos,11 a 14 anos,15 a 17 anos,18 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 anos ou mais
2015, Norte  , Roraima  , Boa Vista  ,90606,12757,53239,15641,3561,6816,2097,41869,30650,15990,87844,2762,44810,45796,40126,8774,776,38846,93,1991,3181,9576,27895,23210,16561,4183,2579,1095,838,647,841
2015, Norte  , Roraima  , Bonfim  ,4445,512,3150,534,31,218,31,2066,2348,0,1692,2753,2063,2382,1945,49,14,502,5,1930,1,478,1704,1227,673,169,99,37,27,17,13
2015, Norte  , Roraima  , Cantá  ,5053,718,3471,614,0,250,0,2714,2339,0,593,4460,2372,2681,2696,126,9,1563,5,654,100,588,1792,1435,814,181,72,22,16,16,17
2015, Norte  , Roraima  , Caracaraí  ,6220,990,3898,873,371,415,371,2613,3236,0,3773,2447,2926,3294,3524,197,38,2334,8,119,288,673,1854,1680,1196,265,117,25,41,28,53
2015, Norte  , Roraima  , Caroebe  ,2753,501,1743,380,0,129,0,1422,1331,0,1441,1312,1324,1429,1041,281,25,1219,11,176,199,305,900,725,445,117,35,14,5,6,2
2015, Norte  , Roraima  , Iracema  ,2407,398,1534,297,0,178,0,1293,1114,0,1474,933,1135,1272,1243,103,14,858,0,189,144,246,705,659,438,110,68,18,9,5,5
2015, Norte  , Roraima  , Mucajaí  ,4861,764,3059,725,46,313,0,2535,2301,25,3151,1710,2407,2454,2602,280,17,1924,8,30,182,547,1587,1346,860,173,76,27,24,23,16
2015, Norte  , Roraima  , Normandia  ,4962,1015,3122,629,0,196,0,3065,1897,0,1404,3558,2402,2560,598,47,8,1032,10,3267,429,548,1689,1168,682,201,137,27,28,19,34
2015, Norte  , Roraima  , Pacaraima  ,4733,626,3212,609,27,286,0,3101,1605,27,2199,2534,2316,2417,2652,87,10,693,6,1285,77,503,1706,1326,708,196,122,32,25,18,20
2015, Norte  , Roraima  , Rorainópolis  ,7862,1272,5137,870,0,583,0,3322,4454,86,4915,2947,3905,3957,5578,332,59,1822,48,23,335,867,2578,2304,1171,317,138,49,26,26,51
2015, Norte  , Roraima  , São João da Baliza  ,1990,302,1247,260,0,181,0,959,1031,0,1658,332,985,1005,1466,71,17,297,1,138,87,205,642,531,335,81,48,21,9,15,16
2015, Norte  , Roraima  , São Luiz  ,1295,179,842,193,0,81,0,664,631,0,1081,214,596,699,814,88,27,359,5,2,0,161,453,355,224,55,25,9,7,0,6
2015, Norte  , Roraima  , Uiramutã  ,4470,454,3457,364,0,195,0,3501,969,0,355,4115,2113,2357,917,5,2,361,8,3177,36,367,1837,1188,636,183,127,36,31,10,19
2015, Norte  , Pará  , Abaetetuba  ,48932,6916,27528,7277,1798,6312,824,20562,23386,4160,29104,19828,24240,24692,11558,6093,1497,29695,61,28,1698,4964,13752,11527,8306,2830,2182,1026,743,572,1332
2015, Norte  , Pará  , Abel Figueiredo  ,2014,334,1219,309,0,152,0,309,1705,0,1935,79,975,1039,1063,86,15,850,0,0,72,236,649,517,335,93,42,20,22,9,19
2015, Norte  , Pará  , Acará  ,21791,3257,13790,2287,0,2457,0,2547,19244,0,5479,16312,10392,11399,7283,523,528,13421,16,20,805,2319,6826,5064,3243,1269,954,377,281,203,450
2015, Norte  , Pará  , Afuá  ,13712,1452,11091,1136,0,33,0,1136,12576,0,4479,9233,6663,7049,2112,356,127,11096,18,3,212,1135,5102,4085,2066,538,349,97,54,39,35
2015, Norte  , Pará  , Água Azul do Norte  ,3262,516,2064,373,0,309,0,373,2810,79,2067,1195,1495,1767,1775,324,35,1093,34,1,195,306,1013,888,473,143,81,40,43,33,47
2015, Norte  , Pará  , Alenquer  ,19033,2341,13396,2681,0,615,0,4459,14117,457,11277,7756,9287,9746,5781,1164,331,11715,34,8,242,1998,6858,5298,3020,907,461,100,67,37,45
2015, Norte  , Pará  , Almeirim  ,12082,1448,8145,1750,57,682,0,1517,9409,1156,8187,3895,5961,6121,7525,310,79,4046,116,6,151,1265,4032,3144,2030,652,440,172,101,51,44
2015, Norte  , Pará  , Altamira  ,36320,5224,21542,5490,684,3493,213,5291,25611,5205,30275,6045,17910,18410,12661,4074,1251,16849,184,1301,1222,3904,11491,9196,5878,1547,1122,575,443,365,577
2015, Norte  , Pará  , Anajás  ,11299,1240,8275,985,0,799,0,985,10314,0,4994,6305,5598,5701,1026,1030,212,9023,6,2,156,1002,3858,3032,1599,606,427,208,157,107,147
2015, Norte  , Pará  , Ananindeua  ,120685,10850,71783,21372,2314,15392,166,56635,40125,23759,120253,432,60443,60242,54417,9649,2476,53819,292,32,2986,7735,34826,32616,22342,7549,5919,2159,1551,1219,1783
2015, Norte  , Pará  , Anapu  ,8259,756,6186,869,64,448,0,805,7271,183,4861,3398,3997,4262,7484,121,41,596,6,11,2,697,3104,2373,1261,335,213,99,76,50,49
2015, Norte  , Pará  , Augusto Corrêa  ,15972,1958,10299,2355,0,1360,0,2491,13411,70,6076,9896,7759,8213,8157,316,98,7394,3,4,117,1715,5137,4268,2519,860,672,239,182,103,160
2015, Norte  , Pará  , Aurora do Pará  ,7852,914,5313,903,0,722,0,1286,6566,0,3300,4552,3776,4076,4933,134,30,2749,3,3,4,845,2621,2082,1266,464,267,88,63,55,97
2015, Norte  , Pará  , Aveiro  ,4463,441,3159,733,0,130,0,799,3664,0,1576,2887,2048,2415,1927,118,52,2239,3,124,0,394,1555,1281,762,226,121,36,32,22,34
2015, Norte  , Pará  , Bagre  ,7491,716,5788,671,0,316,0,671,6820,0,3945,3546,3632,3859,2476,345,283,4367,12,8,61,716,2609,2002,1109,432,335,93,70,30,34
2015, Norte  , Pará  , Baião  ,10366,1380,6569,1612,0,805,0,1762,8508,96,5209,5157,4934,5432,1317,681,1456,6896,14,2,403,899,3096,2704,1703,674,418,154,103,76,136
2015, Norte  , Pará  , Bannach  ,1141,104,790,146,0,101,0,146,995,0,744,397,544,597,762,44,23,231,1,80,0,93,369,316,174,37,32,22,26,28,44
2015, Norte  , Pará  , Barcarena  ,36416,4698,21765,5945,1360,3160,0,9025,21897,5494,24005,12411,17915,18501,13171,3170,333,19707,23,12,962,3499,11172,9046,5979,2177,1667,754,527,311,322
2015, Norte  , Pará  , Belém  ,335564,32767,186041,63106,16536,43056,5417,168919,69442,91786,334582,982,169147,166417,137842,44635,6437,145739,754,157,8463,24041,89453,84095,64253,22225,19676,7776,5347,4180,6055
2015, Norte  , Pará  , Belterra  ,5219,552,3585,790,55,292,0,853,4248,118,2697,2522,2404,2815,2950,162,43,1944,11,109,117,390,1859,1525,861,259,116,26,18,18,30
2015, Norte  , Pará  , Benevides  ,18580,2109,11537,3384,0,1550,0,8888,7984,1708,13076,5504,9252,9328,9862,945,297,7443,26,7,493,1529,5677,4918,3002,1059,755,315,254,204,374
2015, Norte  , Pará  , Bom Jesus do Tocantins  ,3658,546,2318,603,0,191,0,925,2668,65,2585,1073,1836,1822,1390,146,16,1757,5,344,136,375,1178,969,558,165,103,51,37,28,58
2015, Norte  , Pará  , Bonito  ,4061,536,2655,539,0,331,0,2032,2029,0,2462,1599,1970,2091,3106,123,24,799,7,2,102,416,1273,1041,597,241,181,66,59,31,54
2015, Norte  , Pará  , Bragança  ,40013,3732,24143,5528,1508,6076,466,18585,18500,2462,26007,14006,19957,20056,23664,676,202,15442,13,16,186,3340,12378,9859,6624,2715,2303,1007,650,385,566
2015, Norte  , Pará  , Brasil Novo  ,5075,762,3163,856,86,294,0,856,4133,86,3604,1471,2433,2642,2119,524,160,2259,13,0,279,450,1750,1287,795,191,156,53,36,31,47
2015, Norte  , Pará  , Brejo Grande do Araguaia  ,2572,469,1551,408,0,144,0,408,2164,0,1665,907,1229,1343,1825,129,33,526,3,56,147,306,784,602,445,120,78,24,27,18,21
2015, Norte  , Pará  , Breu Branco  ,13995,1757,9410,1606,0,1222,0,1878,12117,0,9352,4643,6831,7164,7853,743,325,5040,28,6,355,1379,4508,3708,2422,768,451,166,108,71,59
2015, Norte  , Pará  , Breves  ,37263,4088,26918,3773,376,2211,99,3679,32841,644,20884,16379,18268,18995,14700,1992,538,19941,72,20,1332,2965,12785,9477,5651,2013,1519,546,386,258,331
2015, Norte  , Pará  , Bujaru  ,9280,1104,5984,1519,0,673,0,2010,7270,0,4238,5042,4564,4716,5686,139,144,3290,16,5,137,874,2854,2428,1523,599,431,162,93,73,106
2015, Norte  , Pará  , Cachoeira do Arari  ,6499,1105,4253,733,0,408,0,2093,4406,0,3400,3099,3222,3277,3324,87,215,2864,4,5,349,704,2068,1648,941,318,231,78,61,36,65
2015, Norte  , Pará  , Cachoeira do Piriá  ,6896,899,4727,523,0,747,0,853,6043,0,2283,4613,3319,3577,4326,207,65,2288,7,3,148,779,2320,1797,891,301,230,122,114,70,124
2015, Norte  , Pará  , Cametá  ,45315,6254,29799,6405,1055,2214,23,7025,35032,3235,18947,26368,21747,23568,15643,1891,498,27231,43,9,1251,4621,14153,11476,8244,2689,1728,541,273,166,173
2015, Norte  , Pará  , Canaã dos Carajás  ,16106,2617,9643,2496,227,1123,0,2461,11339,2306,14241,1865,8015,8091,9112,1422,281,5219,52,20,495,2022,5387,4031,2689,634,364,162,104,106,112
2015, Norte  , Pará  , Capanema  ,20944,2929,11764,4261,531,1990,0,9653,7293,3998,17551,3393,10258,10686,8672,1835,200,10166,69,2,961,1871,5823,5077,3620,1264,1050,441,340,246,251
2015, Norte  , Pará  , Capitão Poço  ,15492,2004,9764,1938,62,1786,0,5445,9496,551,9040,6452,7589,7903,2646,174,42,12377,17,236,492,1411,4612,4076,2602,891,613,225,181,131,258
2015, Norte  , Pará  , Castanhal  ,55012,5964,31941,10607,1363,5488,811,17745,25195,11261,50918,4094,27556,27456,31576,4082,911,18249,165,29,629,5002,16138,14094,10143,3494,2635,1025,716,527,609
2015, Norte  , Pará  , Chaves  ,7389,905,5597,258,0,629,0,258,7131,0,1493,5896,3553,3836,1024,240,337,5749,36,3,6,806,2806,1981,1006,204,160,117,93,75,135
2015, Norte  , Pará  , Colares  ,3579,450,2396,447,0,286,0,1652,1927,0,1460,2119,1753,1826,1784,101,20,1651,21,2,70,379,1238,923,549,207,108,41,25,18,21
2015, Norte  , Pará  , Conceição do Araguaia  ,13161,1422,7920,2402,566,917,538,4583,5971,2069,10885,2276,6482,6679,4108,1749,326,6866,87,25,288,1068,3951,3357,2376,707,480,236,226,175,297
2015, Norte  , Pará  , Concórdia do Pará  ,11473,1650,6300,1664,390,1469,0,2201,8562,710,7366,4107,5523,5950,8147,314,129,2865,6,12,435,1138,3085,2481,1699,716,744,312,254,171,438
2015, Norte  , Pará  , Cumaru do Norte  ,3103,414,2017,200,0,472,0,283,2820,0,1408,1695,1462,1641,779,233,66,1313,55,657,128,268,1004,788,381,121,156,76,85,52,44
2015, Norte  , Pará  , Curionópolis  ,6734,926,3720,1204,0,884,0,1204,5462,68,5364,1370,3315,3419,2711,620,184,3189,23,7,168,688,1960,1606,1083,314,243,121,120,108,323
2015, Norte  , Pará  , Curralinho  ,12395,1393,9056,1319,0,627,0,2024,10371,0,5267,7128,5922,6473,1312,351,164,10564,3,1,216,1102,4127,3258,1981,655,590,194,102,71,99
2015, Norte  , Pará  , Curuá  ,5188,830,3298,874,58,186,0,874,4314,0,3170,2018,2501,2687,1422,349,93,3311,11,2,254,574,1720,1370,842,188,109,49,42,23,17
2015, Norte  , Pará  , Curuçá  ,11165,1311,7641,1751,0,462,0,4298,5786,1081,5188,5977,5479,5686,8369,249,60,2465,10,12,176,1169,3637,3038,1769,623,442,146,82,42,41
2015, Norte  , Pará  , Dom Eliseu  ,12839,2089,8010,1947,64,729,0,1810,10245,784,11923,916,6302,6537,9196,777,138,2690,18,20,709,1333,4011,3351,2014,581,371,123,87,95,164
2015, Norte  , Pará  , Eldorado dos Carajás  ,10428,1295,6627,1391,295,1115,0,1391,8891,146,6331,4097,4927,5501,7697,474,165,2043,43,6,186,1047,3361,2616,1617,491,382,282,128,104,214
2015, Norte  , Pará  , Faro  ,3028,443,1797,253,59,535,0,973,2055,0,2145,883,1460,1568,627,68,7,2246,1,79,143,292,924,732,377,147,175,82,53,46,57
2015, Norte  , Pará  , Floresta do Araguaia  ,5220,803,3328,883,0,206,0,883,4337,0,3865,1355,2502,2718,2264,592,123,2187,51,3,235,516,1692,1445,820,231,137,45,42,26,31
2015, Norte  , Pará  , Garrafão do Norte  ,9055,1290,5954,1296,0,515,0,1296,7759,0,3927,5128,4386,4669,6954,45,15,2033,4,4,326,935,2745,2387,1505,587,324,124,55,34,33
2015, Norte  , Pará  , Goianésia do Pará  ,10117,1486,6779,1201,70,581,0,1201,8574,342,6948,3169,4980,5137,5120,786,76,4107,9,19,301,1119,3387,2566,1508,439,332,164,122,77,102
2015, Norte  , Pará  , Gurupá  ,12572,1657,8978,1259,84,678,0,1259,11313,0,4847,7725,5940,6632,4009,1097,355,7068,17,26,285,1278,4091,3261,1809,745,605,196,132,64,106
2015, Norte  , Pará  , Igarapé-Açu  ,11056,1412,6868,1610,0,1166,0,5634,4532,890,7022,4034,5361,5695,8500,292,46,2196,20,2,361,988,3119,2944,1929,771,574,135,103,60,72
2015, Norte  , Pará  , Igarapé-Miri  ,19917,2665,13933,2469,27,850,0,2698,17015,204,8686,11231,9641,10276,14952,928,290,3729,10,8,432,2286,6856,5162,3154,1010,637,162,96,62,60
2015, Norte  , Pará  , Inhangapi  ,3360,490,1884,426,0,560,0,1466,1763,131,2363,997,1622,1738,1679,136,148,1397,0,0,107,386,917,730,561,227,171,62,55,35,109
2015, Norte  , Pará  , Ipixuna do Pará  ,10594,1167,6763,1450,0,1214,0,1450,9113,31,5355,5239,5061,5533,8798,170,32,1585,1,8,170,969,3381,2792,1644,564,424,201,135,108,206
2015, Norte  , Pará  , Irituia  ,10129,1096,6391,1277,0,1365,0,4378,5751,0,3595,6534,4890,5239,5581,529,93,3900,10,16,40,1055,3269,2521,1490,633,413,156,143,109,300
2015, Norte  , Pará  , Itaituba  ,33723,4654,19322,4748,819,4841,315,5048,25018,3342,26844,6879,16837,16886,19294,3710,516,9789,85,329,1022,3339,9985,8462,5898,2074,1324,535,401,256,427
2015, Norte  , Pará  , Itupiranga  ,14735,1536,10293,1993,0,913,0,3030,11596,109,7287,7448,6988,7747,12114,187,105,2274,36,19,35,1416,5073,3917,2517,720,456,170,140,99,192
2015, Norte  , Pará  , Jacareacanga  ,6866,715,4930,619,0,602,0,619,6247,0,2627,4239,3340,3526,1466,258,63,699,8,4372,83,569,2239,1630,1038,379,379,165,150,93,141
2015, Norte  , Pará  , Jacundá  ,13724,1970,8184,2072,340,1158,0,1855,10272,1597,12453,1271,6996,6728,9915,670,173,2932,7,27,447,1443,4292,3353,2088,620,512,309,262,176,222
2015, Norte  , Pará  , Juruti  ,19227,2980,11656,2703,332,1669,0,4493,14028,706,10250,8977,9286,9941,10615,246,71,8205,13,77,604,2181,6197,4772,3022,1059,708,261,172,115,136
2015, Norte  , Pará  , Limoeiro do Ajuru  ,8848,1297,6226,1060,0,265,0,1509,7339,0,3707,5141,4206,4642,3261,1076,40,4462,5,4,310,892,2863,2395,1570,429,257,58,33,11,30
2015, Norte  , Pará  , Mãe do Rio  ,11042,1269,6987,1562,0,1224,0,1724,9002,316,9066,1976,5417,5625,6562,477,117,3877,7,2,200,1058,3365,2994,1967,701,427,139,80,53,58
2015, Norte  , Pará  , Magalhães Barata  ,2525,447,1612,330,0,136,0,786,1739,0,1360,1165,1194,1331,1057,91,25,1344,6,2,154,291,735,678,388,132,85,21,11,14,16
2015, Norte  , Pará  , Marabá  ,79704,9954,48035,13444,2455,6566,597,14060,55980,9067,67405,12299,39285,40419,35197,5549,1069,37681,132,76,1542,7944,25422,19762,12694,3825,3388,1810,1299,857,1161
2015, Norte  , Pará  , Maracanã  ,9709,1333,6064,1754,0,558,0,1754,7911,44,4629,5080,4745,4964,4424,488,113,4652,16,16,348,948,2925,2502,1555,590,434,166,123,60,58
2015, Norte  , Pará  , Marapanim  ,8490,948,5440,1527,0,575,0,1527,6931,32,3785,4705,4029,4461,2224,439,66,5743,13,5,154,809,2537,2261,1485,542,406,121,78,40,57
2015, Norte  , Pará  , Marituba  ,31199,4495,17184,5380,1601,3422,0,6423,23800,976,29101,2098,15549,15650,21536,1238,340,8044,36,5,1628,2714,8736,7406,4978,1832,1554,721,554,413,663
2015, Norte  , Pará  , Medicilândia  ,6566,655,4693,934,0,284,0,934,5632,0,3912,2654,3089,3477,1557,677,247,4060,25,0,119,568,2304,1903,1019,258,182,63,59,47,44
2015, Norte  , Pará  , Melgaço  ,9475,1081,7253,683,112,458,0,773,8702,0,3811,5664,4563,4912,1670,552,372,6795,84,2,317,684,3484,2614,1364,419,302,146,61,41,43
2015, Norte  , Pará  , Mocajuba  ,10435,1380,6905,1402,0,748,0,1621,8682,132,6282,4153,5073,5362,2410,1118,419,6433,39,16,305,991,3264,2726,1776,654,459,120,70,34,36
2015, Norte  , Pará  , Moju  ,26616,3113,17051,3960,0,2492,0,3979,22596,41,11044,15572,12897,13719,8945,1375,895,15290,44,67,229,2684,8495,6563,4115,1542,1197,560,417,314,500
2015, Norte  , Pará  , Mojuí dos Campos  ,5362,480,4051,656,0,175,0,656,4706,0,2603,2759,2555,2807,1722,182,50,3390,12,6,0,446,2102,1701,777,125,72,27,37,27,48
2015, Norte  , Pará  , Monte Alegre  ,21639,3066,13288,3207,600,1698,0,4038,17092,509,11886,9753,10543,11096,3042,1773,279,16437,103,5,731,2169,6395,5777,3700,1252,786,281,240,153,155
2015, Norte  , Pará  , Muaná  ,10173,704,7568,1552,0,349,0,1552,8621,0,4244,5929,4945,5228,1614,493,174,7876,14,2,8,647,3726,2928,1795,496,311,97,69,46,50
2015, Norte  , Pará  , Nova Esperança do Piriá  ,6457,874,4320,852,0,411,0,852,5605,0,4250,2207,3057,3400,4573,50,21,1811,1,1,111,696,2127,1674,1046,396,226,81,51,29,20
2015, Norte  , Pará  , Nova Ipixuna  ,4128,481,2835,575,0,237,0,575,3553,0,2969,1159,1987,2141,637,605,204,2672,9,1,107,372,1373,1121,695,198,127,56,21,23,35
2015, Norte  , Pará  , Nova Timboteua  ,3327,516,2003,581,0,227,0,581,2746,0,1997,1330,1579,1748,1943,220,55,1107,0,2,134,352,993,901,581,177,90,30,36,15,18
2015, Norte  , Pará  , Novo Progresso  ,8601,1660,5388,1116,0,437,0,1036,6677,888,7120,1481,4253,4348,4639,1402,208,2114,23,215,633,972,2773,2261,1212,292,199,79,76,39,65
2015, Norte  , Pará  , Novo Repartimento  ,19921,2312,14226,2306,0,1077,0,2378,16824,719,9944,9977,9710,10211,9767,1590,713,7822,26,3,316,1826,6974,5540,2970,907,547,254,196,155,236
2015, Norte  , Pará  , Óbidos  ,15886,1952,10563,2354,134,883,134,2354,13240,158,9448,6438,7725,8161,1843,1734,693,11515,75,26,174,1618,5509,4401,2421,718,472,169,142,123,139
2015, Norte  , Pará  , Oeiras do Pará  ,12152,1689,8538,1242,0,683,0,1242,10910,0,6261,5891,5652,6500,1987,211,334,9617,2,1,337,1237,4185,3141,1858,642,482,133,88,28,21
2015, Norte  , Pará  , Oriximiná  ,21821,2967,14285,3143,96,1426,0,3387,17090,1344,15469,6352,10629,11192,2821,2367,1543,14365,14,711,359,2398,7507,6004,3494,986,581,206,126,82,78
2015, Norte  , Pará  , Ourém  ,5750,854,3475,771,62,588,0,2855,2833,62,3174,2576,2772,2978,3114,117,68,2439,10,2,272,546,1667,1492,962,334,236,97,74,40,30
2015, Norte  , Pará  , Ourilândia do Norte  ,8737,1553,5573,996,30,585,0,934,6885,918,7867,870,4261,4476,6378,618,69,1404,18,250,435,1042,2823,2281,1385,291,215,80,71,36,78
2015, Norte  , Pará  , Pacajá  ,10122,816,7758,975,0,573,0,1124,8797,201,6189,3933,4780,5342,6766,499,139,2703,12,3,25,733,3726,2913,1709,477,309,94,57,36,43
2015, Norte  , Pará  , Palestina do Pará  ,2233,334,1362,336,36,165,0,336,1861,36,1736,497,1092,1141,1801,63,17,347,5,0,74,239,707,570,380,101,69,28,22,16,27
2015, Norte  , Pará  , Paragominas  ,33582,4462,21240,4726,904,2680,64,4366,25474,3678,29093,4489,16780,16802,18639,2303,628,11484,67,461,527,3608,10979,8756,5322,1485,1049,596,510,350,400
2015, Norte  , Pará  , Parauapebas  ,69191,9091,41521,11313,1670,6126,68,11371,49038,8714,64737,4454,34235,34956,43045,4497,923,19796,188,742,599,7852,23168,17577,11517,2971,2240,1088,829,613,737
2015, Norte  , Pará  , Pau D'Arco  ,2450,509,1226,334,47,381,0,334,2116,0,1928,522,1190,1260,664,174,18,1342,6,246,263,236,576,505,346,123,112,68,29,29,163
2015, Norte  , Pará  , Peixe-Boi  ,2401,332,1396,416,0,257,0,416,1985,0,1393,1008,1193,1208,470,356,73,1501,0,1,64,249,668,631,439,111,72,44,43,29,51
2015, Norte  , Pará  , Piçarra  ,4024,633,2577,492,0,322,0,492,3532,0,2334,1690,1956,2068,2883,139,47,944,10,1,182,409,1263,1088,655,188,91,38,27,33,50
2015, Norte  , Pará  , Placas  ,5810,619,3871,649,0,671,0,581,5161,68,2671,3139,2762,3048,5169,139,30,462,4,6,91,486,2108,1386,700,242,244,142,109,69,233
2015, Norte  , Pará  , Ponta de Pedras  ,8026,1062,5371,976,0,617,0,2320,5706,0,4285,3741,3933,4093,2352,354,236,5075,6,3,151,843,2694,2124,1205,389,318,129,73,41,59
2015, Norte  , Pará  , Portel  ,22301,2266,15878,1673,0,2484,0,2211,20090,0,11444,10857,10897,11404,10294,1564,464,9908,51,20,395,1721,7338,5861,3564,1196,874,419,336,233,364
2015, Norte  , Pará  , Porto de Moz  ,17182,1535,11740,1478,0,2429,0,1505,15677,0,6904,10278,8337,8845,3706,176,188,13094,14,4,161,1282,4624,3747,2882,1057,1144,663,517,329,776
2015, Norte  , Pará  , Prainha  ,12586,1883,8304,1522,0,877,0,1522,11064,0,4787,7799,6141,6445,4594,204,120,7606,52,10,415,1392,4034,3336,1977,652,413,161,103,53,50
2015, Norte  , Pará  , Primavera  ,3432,382,2099,512,0,439,0,1652,1780,0,3015,417,1655,1777,1728,174,51,1468,11,0,62,304,1027,881,581,227,155,55,41,40,59
2015, Norte  , Pará  , Quatipuru  ,3693,409,2477,506,0,301,0,1708,1985,0,2075,1618,1772,1921,2012,178,27,1470,2,4,11,376,1147,1109,591,191,141,40,34,16,37
2015, Norte  , Pará  , Redenção  ,22406,3078,13978,3937,371,1042,0,3629,14632,4145,21571,835,11376,11030,4467,3414,657,13719,95,54,841,2088,6988,6016,3889,1031,699,289,215,154,196
2015, Norte  , Pará  , Rio Maria  ,4802,598,2897,736,0,571,0,1315,3141,346,4521,281,2452,2350,3005,292,85,1403,15,2,81,513,1475,1232,776,238,174,92,87,51,83
2015, Norte  , Pará  , Rondon do Pará  ,10757,1504,7138,1399,0,716,0,1669,8618,470,9397,1360,5386,5371,1647,1972,248,6845,39,6,265,1134,3650,2901,1742,497,247,108,79,74,60
2015, Norte  , Pará  , Rurópolis  ,7776,1064,5090,1008,31,614,0,977,6646,153,4339,3437,3804,3972,7057,149,28,516,25,1,232,774,2397,2021,1263,417,267,90,73,53,189
2015, Norte  , Pará  , Salinópolis  ,12505,1681,7667,2143,0,1014,0,5654,6288,563,11218,1287,6048,6457,8345,342,64,3741,12,1,368,1246,3797,3230,2135,770,527,156,103,62,111
2015, Norte  , Pará  , Salvaterra  ,7305,919,4316,879,462,938,0,1379,5926,0,3793,3512,3639,3666,3198,224,510,3360,10,3,279,755,2049,1715,1241,445,460,185,78,41,57
2015, Norte  , Pará  , Santa Bárbara do Pará  ,6398,899,3812,810,0,877,0,3198,3200,0,3280,3118,3066,3332,4041,286,67,1986,16,2,151,713,1948,1583,1063,354,241,100,72,63,110
2015, Norte  , Pará  , Santa Cruz do Arari  ,2110,343,1310,239,37,218,0,809,1301,0,1113,997,1065,1045,339,49,87,1620,15,0,119,228,689,488,303,98,88,33,27,16,21
2015, Norte  , Pará  , Santa Izabel do Pará  ,17929,2314,10710,3492,507,1171,0,3290,12272,2367,12014,5915,8842,9087,9080,1198,161,7460,18,12,503,1748,5289,4758,3135,1022,716,295,193,136,134
2015, Norte  , Pará  , Santa Luzia do Pará  ,6596,584,4282,874,0,856,0,1116,5324,156,4416,2180,3188,3408,3138,225,87,3134,8,4,16,559,2002,1756,1231,447,270,92,72,50,101
2015, Norte  , Pará  , Santa Maria das Barreiras  ,4694,585,3353,430,89,326,0,693,3912,89,944,3750,2218,2476,723,602,95,3194,35,45,87,454,1648,1371,624,170,109,49,42,26,114
